job_id,job_title,company,experience,min exp,max exp,salary,base salary,max salary,location,jobListed(days ago),postedIn,rating,reviews count,details,salary data provide by
238,Zimetrics Technologies - Business Intelligence/Data Analyst - Looker/SQL/Scripting (4-8 yrs),Zimetrics Technologies Private Limited,4-8 Yrs,4,8,,,,Pune,20,hirist,4.5,228,"Business Intelligence, Data Analyst, Data Analytics",
555,Zeno Health - Data Analyst (2-4 yrs),Zeno Health,,,,,,,,30,iimjobs,3.9,137,,
575,WovV Technologies - Data Analyst - SQL/Python (7-9 yrs),Wovv Technology,7-9 Yrs,7,9,,,,Mumbai,60,hirist,4.6,143,"Data Analyst, Data Analytics, Data Validation",
207,Wipro Consumer Care - Data Analyst - Internal Audit Department (2-4 yrs),Wipro Consumer Care & Lighting,2-4 Yrs,2,4,,,,Bangalore / Bengaluru,30,iimjobs,3.9,2300,"Data Warehousing, Data Analytics, SQL",
208,Wipro Consumer Care - Data Analyst - Internal Audit Department (2-4 yrs),Wipro Consumer Care & Lighting,2-4 Yrs,2,4,,,,Bangalore / Bengaluru,30,iimjobs,3.9,2300,"Data Analytics, Analytics, SQL",
337,Web Researcher,Cct Digisol,0-1 Yrs,0,1,,,,Ahmedabad,3,Naukri,3.8,33,"Information Research, Data Research, Web Research",
1209,We Are Hiring Full stack Python Developer ( Business & Data Analyst),Coriolis Tech,0-1 Yrs,0,1, 4.25 - 7L/yr,425000,700000,Pune,30,Naukri,,,,Salary Listed by Company
916,Wayfair - Lead Analyst - SQL/Python (4-8 yrs),Wayfair,4-8 Yrs,4,8,,,,Bangalore / Bengaluru,60,hirist,4,12,"SQL, Hive, Spark",
1165,Warehouse Operations & Data Analysis-MNC into Supply Chain,Nexus Manpower Solutions,3-8 Yrs,3,8, 6.5 - 8L/yr,650000,800000,Bangalore / Bengaluru,26,Naukri,,,"data analysis, supply chain, hub operations",Salary Listed by Company
1003,Walk-in Fresher's For -MIS /Data Analyst/Specialist/Leading IT Client.,Wisdom Bridge Consultants,0-5 Yrs,0,5, 3.25 - 5L/yr,325000,500000,"Bangarapet, Bagepalli, Malur
+6 more",9,Naukri,,,"Data Validation, MIS Preparation, Power Bi",Salary Listed by Company
1005,Walk-in Fresher's For -MIS /Data Analyst/Specialist/Leading IT Client.,Wisdom Bridge Consultants,0-5 Yrs,0,5, 3.25 - 5L/yr,325000,500000,"Hosur, Nelamangala, Hosakote
+6 more",9,Naukri,,,"Data Validation, MIS Preparation, Power Bi",Salary Listed by Company
848,Voice and Accent Trainer - Diya Systems,GlowTouch Technologies,2-5 Yrs,2,5,,,,Mangaluru,1460,Naukri,3.5,88,"Monitoring, Training, Customer experience",
28,Veeva process specialists,Tech Mahindra,5-10 Yrs,5,10, 7 - 12L/yr,700000,1200000,Hyderabad / Secunderabad,3,Naukri,3.7,28500,"CTMS, CDMS, Veeva",Salary Listed by Company
776,VDOT Data Analyst 2,Hankersystems India,0-1 Yrs,0,1,,,,Richmond,16,Naukri,3.3,3,"adhoc analysis, Data analysis, Power BI",
265,VBA Developer - Data Analytics (4-8 yrs),Conneqtcorp,4-8 Yrs,4,8,,,,Gurgaon / Gurugram,30,hirist,3.7,8000,"VBA, Data Analyst, Data Analytics",
533,UsefulBI Corporation - Senior Data Analyst - Tableau (4-6 yrs),USEFULBI CORPORATION,4-6 Yrs,4,6,,,,Bangalore / Bengaluru,60,hirist,4.3,20,"Tableau, Data Visualization, Python",
192,Urgently Required Data Analyst For Logistic Industry in Noida,Sugam Parivahan,2-5 Yrs,2,5, 4 - 5L/yr,400000,500000,Noida,19,Naukri,3.8,145,"Data Analysis, Data Quality Management",Salary Listed by Company
587,Urgent- Supply Chain - Logistics / Data Analyst,Pittie Group,1-3 Yrs,1,3, 0.5 - 2.75L/yr,50000,275000,Navi Mumbai,23,Naukri,2.3,27,"Data Analysis, Advanced Excel, SCM analyst",Salary Listed by Company
179,Urgent Requirement For Data Analyst in HR & Training,Utkarsh Small Finance Bank,3-7 Yrs,3,7,,,,Varanasi,27,Naukri,3.9,2700,"Data Handling, Attrition Analysis, PMS",
68,Urgent Opening !!! Data Analyst - IIT/NIT /IIM Engineer/MBA,Angel One,4-8 Yrs,4,8, 11 - 21L/yr,1100000,2100000,Mumbai,2,Naukri,3.9,1300,"Data Querying, Power BI, Data Analysis",Salary Listed by Company
1153,Urgent Hiring For Digital Marketing Analyst with a Product based MNC,Peoplefy Infosolutions,4-9 Yrs,4,9,,,,Pune,25,Naukri,,,"Powerbi, Digital Marketing Analyst, Data Analyst",
1196,Urgent hiring For Data Analyst in leading MNC (Third party payroll),Altezzasys,6-11 Yrs,6,11, 0.15 - 36L/yr (AmbitionBox estimate),15000,3600000,"Chennai, Pune",30,Naukri,,,"Kubeflow, AWS Lambdas, Amazon Redshift",Estimated by Ambition Box
283,Urgent Hiring For Data Analyst For Bangalore,Cantik technologies,6-9 Yrs,6,9, 15 - 20L/yr,1500000,2000000,Bangalore Rural,15,Naukri,4.2,40,"Pyspark, Python",Salary Listed by Company
348,Urgent Hiring Data Analyst Night Shift (7PM- 4AM)Noida 63,Emonics,4-9 Yrs,4,9,,,,Noida,20,Naukri,3.9,88,"Advanced Analytics, Pandas, Data Analysis",
937,Urgent | Data analyst- Goregaon,Topgear Consultants,4-9 Yrs,4,9, 4.5 - 9.5L/yr,450000,950000,"Thane, Goregaon, Mumbai",4,Naukri,,,"Data Intelligence, SAS, Power Bi",Salary Listed by Company
92,upGrad - Data Analyst - CRM (5-8 yrs),upgrad,5-8 Yrs,5,8,,,,Bangalore / Bengaluru,3,iimjobs,3.8,1600,"Analytics, Data Analytics, Web Analytics",
546,UAV Data Analyst,Prakhar Software Solutions,3-8 Yrs,3,8,,,,New Delhi,25,Naukri,3.3,54,"Data analysis, Assurance, Data collection",
421,TS - Data Analyst,Srivango,4-8 Yrs,4,8, 9 - 15L/yr,900000,1500000,Kolkata,5,Naukri,4.2,7,"Power Bi, Agile, SQL Queries",Salary Listed by Company
649,TransOrg Analytics - Data Scientist - R/Python/SQL (3-6 yrs),TransOrg Analytics,3-6 Yrs,3,6,,,,"Delhi ncr, Mumbai, Bangalore / Bengaluru
+1 more",19,hirist,2.8,28,"Data Scientist, Data Science, Python",
444,Thoucentric - Data Analyst (2-5 yrs),Thoucentric Technology Private Limited,2-5 Yrs,2,5,,,,Bangalore / Bengaluru,30,iimjobs,3.8,89,"Data Analytics, Analytics, Data Management",
492,Thoucentric - Data Analyst (0-2 yrs),Thoucentric Technology Private Limited,0-2 Yrs,0,2,,,,Bangalore / Bengaluru,60,iimjobs,3.8,89,"Data Analytics, Analytics, SQL",
443,Thoucentric - Data Analyst (0-1 yrs),Thoucentric Technology Pvt. Ltd.,0-1 Yrs,0,1,,,,Bangalore / Bengaluru,30,hirist,3.8,89,"Data Analyst, Data Analytics, Data Governance",
491,Thoucentric - Data Analyst - SQL (0-2 yrs),Thoucentric Technology Pvt. Ltd.,0-2 Yrs,0,2,,,,Bangalore / Bengaluru,60,hirist,3.8,89,"Data Analyst, Data Analytics, Data Pipeline",
378,Technical Lead,Chubb,2-5 Yrs,2,5,,,,"Nizamabad, Warangal, Hyderabad / Secunderabad",60,Naukri,3.8,128,"SQL queries, Data analysis, Analytical",
532,Technical Data Analyst,TraceLink Inc.,3-5 Yrs,3,5,,,,Pune,60,Naukri,3.8,32,"SQL, Supply chain, Business intelligence",
940,Technical Data Analyst,American InfoSource Business Solutions Pvt Ltd,1-3 Yrs,1,3,,,,Vadodara,120,Naukri,3.4,47,"Financial services, SQL, Python",
1355,Technical Data Analyst,"Vyrian, Inc",5-10 Yrs,5,10,,,,Indore,730,Naukri,2.5,2,"Sql, Data Analysis, Python",
138,Technical Consultant - Tableau,Salesforce,3-8 Yrs,3,8,,,,"Pune, Bangalore / Bengaluru, Gurgaon / Gurugram
+2 more",30,Naukri,4.1,714,"tableau, Data modeling, Agile development",
844,Technical Consultant - Tableau,Tableau Software,3-6 Yrs,3,6,,,,"Pune, Bangalore / Bengaluru, Gurgaon / Gurugram
+2 more",30,Naukri,1.1,2,"tableau, Data modeling, Agile development",
701,Technical Consultant,Andor Tech (India) Pvt Ltd,5-10 Yrs,5,10,,,,Bangalore / Bengaluru,150,Naukri,3.8,44,"Automation, Python, Agile",
570,Techmagnate - Data Analyst (3-8 yrs),Techmagnate,3-8 Yrs,3,8,,,,Delhi ncr,60,iimjobs,3.9,120,"Analytics, Data Analytics, Data Visualization",
334,"Team Leader - Data Analyst || Credgenics(Python,SQL )",Credgenics,2-7 Yrs,2,7,,,,"Delhi/Ncr, New Delhi, Noida",7,Naukri,3.7,79,"SQL Queries, Data Extraction, Python",
1365,Team Leader,RIGHT STEP CONSULTING PRIVATE LIMITED,1-5 Yrs,1,5,,,,"New Delhi, Gurgaon/Gurugram",2555,Naukri,3,1,"Pharma, Clinical research, Pharmacy",
48,"Team Lead - Data Analyst, Category Marketing",Flipkart Internet Private Limited.,2-7 Yrs,2,7, 2.5 - 8L/yr (AmbitionBox estimate),250000,800000,Bangalore / Bengaluru,11,Naukri,4,9600,"python, data analysis, data analytics",Estimated by Ambition Box
366,TBO - Senior Data Analyst (12-22 yrs),TBO.COM,12-22 Yrs,12,22,,,,Gurgaon / Gurugram,2,iimjobs,3.8,14,"Data Analytics, Analytics",
151,Tata AIG - Chief Manager - Data Analyst (3-7 yrs),TATA AIG,3-7 Yrs,3,7,,,,Mumbai,30,iimjobs,4.1,2300,"Analytics, Data Analytics, Data Management",
952,Tariff Analyst - SQL/Python (2-4 yrs),TechTiv Software Solutions,2-4 Yrs,2,4,,,,Pune,6,hirist,,,"Data Analyst, Data Analytics, Macros",
306,Target Corporation - Senior Data Analyst - Tableau (5-10 yrs),Target,5-10 Yrs,5,10,,,,Bangalore / Bengaluru,60,hirist,4.2,579,"Data Analyst, Data Analytics, Tableau",
1101,Target - Senior Data Scientist - Supply Chain Domain (4-8 yrs),Hirist.tech,4-8 Yrs,4,8,,,,Bangalore / Bengaluru,20,hirist,,,"Data Science, Data Scientist, Python",
1072,Target - Senior Data Analyst - Data Visualization Tools (5-8 yrs),Hirist.tech,5-8 Yrs,5,8,,,,Bangalore / Bengaluru,18,hirist,,,"Data Analyst, Data Analytics, DOMO Tool",
682,Tableau Developer - Reporting Analytics (5-8 yrs),TIGI HR Solution Pvt. Ltd.,5-8 Yrs,5,8,,,,Bangalore / Bengaluru,60,hirist,4.1,18,"Tableau, Data Analytics, Data Analyst",
300,Tableau Developer - ETL/Data Warehousing (3-11 yrs),Aricent,3-11 Yrs,3,11,,,,"Bangalore / Bengaluru, Chennai, Mp
+15 more",7,hirist,3.6,2000,"Tableau, Power BI, DAX Power BI",
953,Tableau Developer - Data Visualization (4-6 yrs),TechTiv Software Solutions,4-6 Yrs,4,6,,,,"Mumbai, Pune",6,hirist,,,"Tableau, Data Analyst, Data Analytics",
929,Tableau Developer - Business Intelligence (3-5 yrs),D Square Consulting Service,3-5 Yrs,3,5,,,,"Mumbai, Pune",4,hirist,1,1,"Tableau, Qlikview, Power BI",
930,Tableau Developer - Business Intelligence (3-5 yrs),D Square Consulting Service,3-5 Yrs,3,5,,,,"Mumbai, Pune",4,hirist,1,1,"Tableau, Qlikview, Power BI",
244,Tableau Developer - Analytics Dashboards (4-7 yrs),Indium Software,4-7 Yrs,4,7,,,,Chennai,30,hirist,4.1,698,"Tableau, SQL, Analytics Dashboards",
1275,Tableau Architect - Reporting Analytics & Dashboard (12-15 yrs),RapidBraiins,12-15 Yrs,12,15,,,,"Kolkata, Chennai, Pune",30,hirist,,,"Tableau, Reporting Analytics, Analytics Dashboards",
591,Systems Data Analyst,Intone Networks,1-4 Yrs,1,4,,,,Remote,60,Naukri,4.3,31,Data Analyst,
1198,SupplyChain Consultant(techno function)(Supply Chan Data Analyst) WFH,INTELLI SEARCH,3-8 Yrs,3,8, 8 - 18L/yr,800000,1800000,Bangalore / Bengaluru,30,Naukri,,,"delivery, confluence, Ecommerce",Salary Listed by Company
196,Supply Chain Reporting Data Analyst,Alcon Pharmaceuticals Pvt. Ltd.,2-7 Yrs,2,7,,,,Bangalore / Bengaluru,30,Naukri,3.7,366,"Troubleshooting, Recruitment, SQL",
361,Supply Chain Data Analyst,EMERSON INNOVATION CENTER,2-5 Yrs,2,5,,,,Pune,180,Naukri,4.2,391,"Supply chain, SAP, ERP",
381,Supply Chain Data Analyst,Simpli Home Ltd.,2-4 Yrs,2,4,,,,India,18,Naukri,4.1,5,"Business Intelligence, Data Analysis, Data Analytics",
1392,Supply Chain Data Analyst,Forever New Clothing Pty Ltd,1-4 Yrs,1,4,,,,Gurgaon / Gurugram,90,Naukri,,,"power bi, etl, data reconciliation",
574,SuperBottoms - Data Analyst - D2C/eCommerce Domain (2-7 yrs),SuperBottoms,2-7 Yrs,2,7,,,,"Mumbai, Navi Mumbai, Thane",30,iimjobs,4,56,"Data Analytics, Analytics",
609,Streaming Data Analyst,DAZN Group,2-6 Yrs,2,6,,,,Hyderabad / Secunderabad,150,Naukri,4.5,11,"Automation, Agile, JIRA",
81,Statistical Data Analyst,Altimetrik,6-11 Yrs,6,11,,,,Bangalore / Bengaluru,4,Naukri,3.8,882,"Regression, Ab Testing, Hypothesis",
678,Staff Data Analyst - JioCinema,VIACOM 18 MEDIA PRIVATE LIMITED,7-10 Yrs,7,10,,,,"Mumbai, Bangalore / Bengaluru",120,Naukri,3.7,74,"Telecom, Bfsi, Analytical",
586,Staff Business Data Analyst - SQL/Tableau (9-13 yrs),Intuit,9-13 Yrs,9,13,,,,Bangalore / Bengaluru,60,hirist,3.6,140,"Data Analyst, Data Analytics, Power BI",
869,Staff Business and Data Analyst - Power BI Developer,Service Now Planet,2-6 Yrs,2,6,,,,Hyderabad / Secunderabad,30,Naukri,5,1,"SQL, Agile, Scrum",
1204,SR.Engineer-Data Analyst/ Dx Consultant,Alliance Placement Solutions,5-6 Yrs,5,6, 5.5 - 7L/yr,550000,700000,Bawal,30,Naukri,,,"Business Analyst, system design, Data Analyst",Salary Listed by Company
1016,Sr. Specialist Data Analyst,"IQuest Solutions Corp, USA",4-6 Yrs,4,6,,,,Hyderabad / Secunderabad,270,Naukri,5,3,"Computer science, Business objects, Data validation",
854,Sr. Quality Analyst - Data,Assimilate Solutions,4-9 Yrs,4,9,,,,"Noida, Gurgaon / Gurugram",730,Naukri,3.3,741,"BPO, Manager Quality Assurance, ETL testing",
32,Sr. Price & Data Analyst,Stanley Black & Decker,5-8 Yrs,5,8,,,,Bangalore / Bengaluru,4,Naukri,4,268,"AB Analysis, Pricing, Price Framework",
44,Sr. Lead Data Analyst,Airtel,8-12 Yrs,8,12,,,,Gurgaon / Gurugram,10,Naukri,4,12200,"R, Tableau, Python",
523,Sr. Data Modeler / Data Analyst,Photon Infotech P Ltd,5-10 Yrs,5,10,,,,Chennai,180,Naukri,4,1400,"Data Analyst, Db2, Data modeling",
1143,"Sr. Data Analysts,",NAVEDAS TECHNOLOGY SOLUTIONS PRIVATE LIMITED,1-6 Yrs,1,6,,,,"Chennai, Pune, New Delhi
+4 more",1460,Naukri,3.8,6,"Consulting, Recruitment, Industry research",
1142,Sr. Data Analysts,EGO FLOORING PVT. LTD.,2-6 Yrs,2,6,,,,India,1460,Naukri,3.3,12,"Consulting, Industry research, Management",
1393,Sr. Data analyst Tableau,Testlify,3-4 Yrs,3,4,,,,Mumbai,90,Naukri,,,"Data analysis, SQL, Manager Quality Assurance",
1408,Sr. Data Analyst (Big Query)_Dgliger,Coders Brain Pvt Ltd,2-7 Yrs,2,7, 1.6 - 27L/yr (AmbitionBox estimate),160000,2700000,New Delhi,240,Naukri,,,"Data Analyst, Senior Data Analyst, query",Estimated by Ambition Box
1223,Sr. Data Analyst - SQL / ETL,People Connection,9-14 Yrs,9,14, 3.2 - 13L/yr (AmbitionBox estimate),320000,1300000,Mumbai,30,Naukri,,,"shared services, data analysis, data analytics",Estimated by Ambition Box
975,Sr. Data Analyst,Essenware Private Limted,8-9 Yrs,8,9,,,,Hyderabad / Secunderabad,365,Naukri,4.7,4,"Performance tuning, Outbound, Data conversion",
979,Sr. Data Analyst,Essenware Private Limted,2-4 Yrs,2,4,,,,Bangalore / Bengaluru,365,Naukri,4.7,4,"automation framework, Telecom, Automation testing",
1214,Sr. Data Analyst,GForce Consulting Solutions,3-7 Yrs,3,7,,,,Gurgaon / Gurugram,365,Naukri,4.2,3,"SQL, Python, Business intelligence",
450,Sr. Data Analyst,Clairvoyant India Pvt. Ltd,5-8 Yrs,5,8,,,,Hyderabad / Secunderabad,60,Naukri,4,73,"Python, Troubleshooting, Data modeling",
693,Sr. Data Analyst,XenonStack Private Ltd,3-4 Yrs,3,4,,,,Mohali,300,Naukri,3.6,178,"Analytical, Consulting, SQL",
190,Sr. Data Analyst,Aeries Technology Group,5-10 Yrs,5,10,,,,Bangalore / Bengaluru,4,Naukri,3.5,255,"Data analysis, Business analytics, Analytical",
1111,Sr. Data Analyst,Bobble App,2-7 Yrs,2,7,,,,"Bangalore / Bengaluru, Gurgaon / Gurugram",1460,Naukri,3.5,11,"Data analysis, SQL, Analytical",
747,Sr. Data Analyst,Weather Risk Management Services Ltd,1-4 Yrs,1,4,,,,Gurgaon / Gurugram,365,Naukri,3.4,75,"Automation, Data validation, Analytical",
637,Sr. Data Analyst,PureSpectrum,3-6 Yrs,3,6,,,,Hyderabad / Secunderabad,6,Naukri,3.3,5,"Health insurance, Data validation, Employee engagement",
855,Sr. Data Analyst,Assimilate Solutions,5-10 Yrs,5,10,,,,"Noida, Gurgaon / Gurugram",730,Naukri,3.3,741,"BPO, Excel, Coding",
994,Sr. Data Analyst,IDESLABS PRIVATE LIMITED,8-9 Yrs,8,9,,,,Hyderabad / Secunderabad,300,Naukri,2.9,11,"Performance tuning, Outbound, Data conversion",
1321,Sr. Data Analyst,Tesseract Imaging Pvt Ltd,4-6 Yrs,4,6,,,,"Navi Mumbai, Mumbai",120,Naukri,2.2,13,"Data analysis, Data management, Analytical",
736,Sr. Data Analyst,Jio Tesseract,4-6 Yrs,4,6,,,,"Navi Mumbai, Mumbai",5,Naukri,1.7,57,"Data analysis, Data management, Analytical",
1102,Sr. Data Analyst,Instatalent Recruit Llp,12-21 Yrs,12,21,,,,Gurgaon / Gurugram,20,Naukri,,,"Power Bi, Data Analysis, Data Visualization",
1127,Sr. Data Analyst,Rudra Research And Analytics Llp,5-6 Yrs,5,6, 6 - 6.5L/yr,600000,650000,Pune,23,Naukri,,,"Data Validation, Pivot Table, Power Bi",Salary Listed by Company
1149,Sr. Azure Data Analyst,Fusemachines,3-7 Yrs,3,7,,,,Pune,60,Naukri,5,1,"SQL, MySQL, Project management",
837,Sr. Analyst,Wissda Inc,3-7 Yrs,3,7,,,,Bangalore / Bengaluru,330,Naukri,4.4,9,"Business Analyst, Project management, Consulting",
1364,SR. Analyst,RIGHT STEP CONSULTING PRIVATE LIMITED,4-6 Yrs,4,6,,,,"New Delhi, Gurgaon / Gurugram",2555,Naukri,3,1,"Senior Data Analyst, Software services, Hoovers",
249,sr Data Scientist / Data Analyst 6+ yrs,Encore Infotech Services,6-9 Yrs,6,9,,,,Hyderabad / Secunderabad,22,Naukri,3.9,38,"Data Scientist, Data Analyst, AI technology",
1507,"Sr Data Engineer (SQL, AWS Pipeline, Python)",TechExped Technology Services,4-9 Yrs,4,9,,,,Mumbai,730,Naukri,,,"Python, Aws, Sql Queries",
1134,Sr Data Analyst- SQL,ARA Resources,5-10 Yrs,5,10, 12 - 20L/yr,1200000,2000000,Bangalore / Bengaluru,23,Naukri,,,"QC, Data Analysis, SQL Queries",Salary Listed by Company
779,Sr Data Analyst / Power BI Developer,smartSense Consulting Solutions,2-4 Yrs,2,4,,,,Gandhinagar,730,Naukri,4.4,6,"Data Warehousing, Sql, Business Intelligence",
785,Sr Data Analyst / Power BI Developer,smartSense Consulting Solutions,2-4 Yrs,2,4,,,,Gandhinagar,730,Naukri,4.4,6,"Data Warehousing, Sql, Business Intelligence",
310,Sr Data Analyst,Space Multimedia,7-12 Yrs,7,12, 20 - 25L/yr,2000000,2500000,Hyderabad / Secunderabad,11,Naukri,4.5,11,"Master & Meta Data Management and Governance, Data Wrangling, Unification",Salary Listed by Company
165,Sr Data Analyst,Gartner,4-9 Yrs,4,9,,,,Gurgaon / Gurugram,30,Naukri,4.1,458,"Recruitment, Data analysis, SQL",
1422,Sr Data Analyst,Coders Brain Pvt Ltd,8-15 Yrs,8,15, 3 - 38L/yr (AmbitionBox estimate),300000,3800000,"Chennai, Pune, New Delhi
+4 more",300,Naukri,,,"Unix, Remedy, Monitoring",Estimated by Ambition Box
1514,Sr Data Analyst,CodeHall Technology,5-10 Yrs,5,10,,,,Bangalore / Bengaluru,1460,Naukri,,,"Javascript, Ajax, jQuery",
1515,Sr Data Analyst,CodeHall Technology,5-10 Yrs,5,10,,,,Bangalore / Bengaluru,1460,Naukri,,,"Data analysis, Product management, Forensic",
66,Sr Business Process Analyst (Sr Data Analyst- Hardware),Kronos Solutions India Pvt. Ltd.,6-11 Yrs,6,11,,,,Noida,1,Naukri,3.6,459,"configuration management, technical support, it support",
162,Sr Advanced Data Analyst,Honeywell,8-12 Yrs,8,12,,,,Bangalore / Bengaluru,30,Naukri,4,346,"Procurement, ERP, Business objects",
1432,Sr . Data Analyst ( Power BI developer ),Highrise solutions,0-4 Yrs,0,4,,,,Pune,330,Naukri,,,"SQL, MySQL, RDBMS",
818,Sr . Data Analyst,DemandMatrix,5-8 Yrs,5,8,,,,Pune,1095,Naukri,3.9,7,"SQL, Linux, XML",
1421,SQL DVELOPER CUM DATA ANALYST,Coders Brain Pvt Ltd,5-8 Yrs,5,8, 2.1 - 22.5L/yr (AmbitionBox estimate),210000,2250000,Gurgaon / Gurugram,300,Naukri,,,"Data Analyst, Data analysis, Business solutions",Estimated by Ambition Box
683,SQL Developer / Data Analyst - Fresher,Breakwalls Technologies,0-3 Yrs,0,3,,,,Bangalore / Bengaluru,4,Naukri,3.8,2,"SQL Server Development, Excel, Tsql Development",
75,SQL Developer (Data Analyst),Teleperformance (TP),4-9 Yrs,4,9,,,,"Hyderabad / Secunderabad, Gurgaon / Gurugram",24,Naukri,3.8,23600,"T-SQL, SQL Development, SQL Queries",
1417,SQL Developer,Diverse Lynx,2-6 Yrs,2,6, 3.4 - 5L/yr (AmbitionBox estimate),340000,500000,Bangalore / Bengaluru,365,Naukri,,,"SQL, Data Analyst, query",Estimated by Ambition Box
448,SQL Data/BI Analyst - Mumbai (Dadar),Quosphere,3-8 Yrs,3,8, 6 - 8L/yr,600000,800000,Mumbai,6,Naukri,2.5,20,"Power Bi, Data Extraction, SQL Queries",Salary Listed by Company
972,SQL Data Analyst,Essenware Private Limted,7-12 Yrs,7,12,,,,Hyderabad / Secunderabad,365,Naukri,4.7,4,"Data analysis, Payroll, Excel",
1545,Spend and Master Data Analyst,Pcura Consulting pvt ltd.,2-7 Yrs,2,7,,,,Mumbai,1825,Naukri,4,630,"Master data management, Data Analyst, E-sourcing",
738,SpectraMedix - BI Analyst - Tableau (3-8 yrs),SpectraMedix India,3-8 Yrs,3,8,,,,Delhi ncr,90,hirist,3.8,23,"Tableau, Business Analyst, Data Analyst",
26,Specialist - Investments,Jardine Lloyd Thompson India Pvt Ltd.,2-5 Yrs,2,5, 4.754 - 7L/yr (AmbitionBox estimate),475400,700000,Pune,3,Naukri,4,558,"Data management, RDBMS, Project management",Estimated by Ambition Box
180,Specialist - Investments,Marsh &amp;amp; McLennan Companies,2-4 Yrs,2,4, 4 - 8.83L/yr (AmbitionBox estimate),400000,883000,"Pune, Mumbai",30,Naukri,4,558,"Data analysis, Front office, Data management",Estimated by Ambition Box
1318,Spatial Data Analyst Cross Sector Based Project,GIS Vision India,5-10 Yrs,5,10,,,,"Chennai, Pune, New Delhi
+4 more",30,Naukri,,,"Data Analyst, Project management, Technical support",
1184,Solution Manager - Power BI (7-10 yrs),GM INFOTECH,7-10 Yrs,7,10,,,,Pune,60,hirist,4.4,2,"Power BI, Data Analyst, Solution Design",
1170,Software Engineer/Data Analyst - R/Python (4-8 yrs),Cryzdal,4-8 Yrs,4,8,,,,Haryana,60,hirist,5,1,"Data Analyst, Python, R",
469,Software Engineer,Chubb,7-10 Yrs,7,10,,,,"Nizamabad, Warangal, Hyderabad / Secunderabad",60,Naukri,3.8,128,"Computer science, Economics, Data analysis",
1213,Software Developer,Scientiaarc Solutions Ltd,1-5 Yrs,1,5,,,,Kanyakumari,240,Naukri,4.7,2,"cloud architect, big data analyst, Simulink",
472,Softsensor AI - Senior Consultant Manager/Data Analyst - Analytics (2-4 yrs),Softsensor AI LLC,2-4 Yrs,2,4,,,,Gurgaon / Gurugram,14,iimjobs,3.8,18,"Analytics, Machine Learning, Data Analytics",
1034,Snowflake Engineer,Vishanz Business Services,7-12 Yrs,7,12, 14.4 - 30L/yr (AmbitionBox estimate),1440000,3000000,"Chennai, Pune, Bangalore / Bengaluru
+3 more",12,Naukri,,,"Airflow, S3, To extract",Estimated by Ambition Box
223,Snapmint - Data Analyst (0-1 yrs),Snapmint,0-1 Yrs,0,1,,,,"Mumbai, Bangalore / Bengaluru",11,iimjobs,3.9,27,"Python, SQL, Analytics",
790,SmartConnect Technologies - Data Analyst - Tableau/Power BI (3-4 yrs),SmartConnectt Technologies,3-4 Yrs,3,4,,,,Mumbai,60,hirist,2.9,69,"Predictive Analytics, Data Analyst, SQL",
740,Site Data Analyst,Apraava Energy,4-7 Yrs,4,7,,,,"Vadodara, Ahmedabad, Rajkot
+2 more",330,Naukri,4.5,41,"Auditing, SCM, Monitoring",
1100,Shell - Data Scientist - Data Modeling & Analytics (3-7 yrs),Hirist.tech,3-7 Yrs,3,7,,,,Bangalore / Bengaluru,20,hirist,,,"AWS, Data Modeling, Data Science",
1259,Senior/Lead Analyst - R/SQL/Python (8-12 yrs),WIZSTAFFING PRIVATE LIMITED,8-12 Yrs,8,12,,,,Bangalore / Bengaluru,30,hirist,1,2,"Data Analyst, Data Analytics, R",
7,"SENIOR, DATA ANALYST",Walmart Labs,2-6 Yrs,2,6,,,,Bangalore / Bengaluru,2,Naukri,4,2100,"Supply chain, Data analysis, Data modeling",
13,"Senior, Data Analyst",Walmart Labs,5-6 Yrs,5,6,,,,Bangalore / Bengaluru,4,Naukri,4,2100,"Computer science, Data analysis, MS SQL",
59,"SENIOR, DATA ANALYST",Walmart Labs,3-8 Yrs,3,8, 3.35 - 30L/yr (AmbitionBox estimate),335000,3000000,Bangalore / Bengaluru,24,Naukri,4,2100,"Data analysis, Automation, Data management",Estimated by Ambition Box
1296,Senior Video Analyst,Innovary Technologies,1-3 Yrs,1,3,,,,Bangalore / Bengaluru,1095,Naukri,5,1,"Training, Voice process, Data analysis",
141,Senior Tableau Developer & Data Analyst,Siemens Limited,3-6 Yrs,3,6,,,,Pune,30,Naukri,4.2,4200,"Analytics, SQL, Consulting",
217,Senior Tableau Data Analyst,Apps Associates (I) Pvt. Ltd,5-7 Yrs,5,7,,,,Hyderabad / Secunderabad,21,Naukri,3.9,137,"ERP, Azure Cloud, Snowflake",
317,Senior Systems Engineer II,REED ELSEVIER INDIA (a part of RELX India Pvt Ltd),4-7 Yrs,4,7,,,,Bangalore / Bengaluru,4,Naukri,3.7,91,"Health insurance, Publishing, Analytical",
243,Senior System Analyst,Infinite Computer Solutions India Pvt. Ltd.,2-5 Yrs,2,5,,,,Noida,30,Naukri,3.5,1200,"Data Analyst, Customer service, SQL",
418,Senior Spend Data Analyst - BFSI/IT (5-8 yrs),Counselect Services Private Limited,5-8 Yrs,5,8,,,,Mumbai,60,iimjobs,4.2,50,"Data Analytics, Analytics, Data Management",
